ActivityIdentifier,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Skor_SAW,Peringkat
HPUL1EPA_WQX-SC-01:20231115:1244:FM:PS:,7.2,162.09405044510385,327.0,7.12,65.86257217573221,503.0,3.1233735705209655,66.4,285.0,0.3051522837205601,705
HPUL1EPA_WQX-RS-01:20230315:1420:FM:PS:,7.27,162.09405044510385,63.0,7.12,65.86257217573221,96.5,3.1233735705209655,66.4,159.0,0.30512173922282937,706
nwisca.01.02304241,7.550000000000001,32.8,42.36333333333334,7.12,1.89,87.5,3.1233735705209655,66.4,37.403660625,0.30507626186305614,707
MORONGO1_WQX-BC1042722,8.24,162.09405044510385,374.43,7.12,65.86257217573221,576.0,3.1233735705209655,66.4,26.6,0.30504252620914507,708
nwisca.01.02202794,7.9,124.0,88.62,7.12,14.9,289.5,3.21,66.4,37.403660625,0.3049984563926805,709
HPUL1EPA_WQX-MC-01:20230329:1430:FM:PS:,7.94,162.09405044510385,86.0,7.12,65.86257217573221,132.9,3.1233735705209655,66.4,35.1,0.3049470385427843,710
nwisca.01.02303554,7.9,51.2,53.70333333333334,7.12,5.31,118.5,1.5,66.4,14.0,0.30494337147497813,711
nwisca.01.02100510,8.05,300.0,447.97,7.12,115.0,1085.0,2.55,66.4,26.0,0.3049132276472421,712
nwisca.01.02101938,7.8999999999999995,185.0,184.2975,7.12,37.8,593.5,3.1233735705209655,66.4,37.403660625,0.30489846516895885,713
HPUL1EPA_WQX-MC-04:20230329:1601:FM:PS:,7.78,162.09405044510385,94.0,7.12,65.86257217573221,144.9,3.1233735705209655,66.4,42.6,0.30489102847329125,714
HPUL1EPA_WQX-CC-02:20230315:1318:FM:PS:,7.68,162.09405044510385,124.0,7.12,65.86257217573221,190.5,3.1233735705209655,66.4,49.6,0.30488890606674107,715
nwisca.01.02200071,7.9,187.0,200.57,7.12,40.5,697.5,3.1233735705209655,66.4,37.403660625,0.3048876339602501,716
nwisca.01.02400176,7.8999999999999995,197.0,261.5133333333333,7.12,58.7,641.0,3.1233735705209655,66.4,37.403660625,0.3048544037831303,717
nwisca.01.02103035,7.775573846153846,165.0,106.145,7.12,35.2,357.0,2.84,66.4,37.403660625,0.30485064612096946,718
nwisca.01.02200675,7.9,238.0,256.4975,7.12,59.6,819.0,3.1233735705209655,66.4,37.403660625,0.3047372842844989,719
nwisca.01.02303171,7.1,162.09405044510385,246.45972997594052,7.12,1.37,68.5,3.1233735705209655,66.4,410.0,0.3047134604906838,720
nwisca.01.02300229,7.6,116.0,199.80999999999997,7.12,49.2,510.5,2.57,66.4,37.403660625,0.3047120004434098,721
HPUL1EPA_WQX-MC-04:20211229:0823:FM:PS:,11.24,162.09405044510385,106.0,7.12,65.86257217573221,163.9,3.1233735705209655,66.4,7.34,0.3047040241098633,722
nwisaz.01.02200656,7.8999999999999995,300.0,415.6233333333333,7.12,214.0,1020.0,3.1233735705209655,66.4,37.403660625,0.3046222804814392,723
HPUL1EPA_WQX-SC-01:20231227:0831:FM:PS:,7.56,162.09405044510385,141.0,7.12,65.86257217573221,216.2,3.1233735705209655,66.4,57.89,0.3045994203832111,724
nwisca.01.02303170,7.1,162.09405044510385,246.45972997594052,7.12,1.55,57.0,3.1233735705209655,66.4,320.0,0.3045607973094811,725
nwisca.01.02306443,7.3,32.7,40.36,7.12,0.07,77.0,2.67,66.4,37.403660625,0.3045110164294906,726
SYCEO_WQX-ZDC-8:202301051010:SR,7.84,162.09405044510385,146.0,7.12,13.0,212.0,3.1233735705209655,66.4,37.403660625,0.3044922421681195,727
SYCEO_WQX-ZDC-8:20230105:0000:SR:,7.84,162.09405044510385,146.0,7.12,13.0,212.0,3.1233735705209655,66.4,37.403660625,0.3044922421681195,727
nwisca.01.02002330,7.85,151.0,201.14,7.12,53.9,500.5,5.56,66.4,85.0,0.3044824896227218,729
nwisca.01.02003668,7.8,52.7,287.5375,7.12,15.8,186.0,2.14,66.4,21.0,0.3044591611697547,730
nwisca.01.02300184,7.8500000000000005,187.0,275.19666666666666,7.12,38.4,731.0,3.1233735705209655,66.4,37.403660625,0.3044322017163602,731
nwisca.01.02302252,7.85,189.0,252.50333333333333,7.12,49.5,644.0,3.1233735705209655,66.4,37.403660625,0.3044274131294391,732
nwisca.01.02100047,7.85,190.0,215.0025,7.12,40.3,704.5,3.1233735705209655,66.4,37.403660625,0.30442202936328056,733
nwisca.01.02300011,7.8500000000000005,194.0,293.53333333333336,7.12,27.8,727.5,3.1233735705209655,66.4,37.403660625,0.30440745731312785,734
nwisca.01.02003884,7.85,195.0,291.53333333333336,7.12,34.2,741.0,3.1233735705209655,66.4,37.403660625,0.30440371724885135,735
nwisca.01.02001995,7.85,196.0,199.66,7.12,48.3,655.0,3.1233735705209655,66.4,37.403660625,0.30440274143388407,736
HPUL1EPA_WQX-LC-01:20230703:0735:FM:PS:,7.38,162.09405044510385,562.0,7.12,65.86257217573221,864.0,3.1233735705209655,66.4,83.1,0.30438619514549137,737
nwisca.01.02103154,7.9,761.0,598.64,7.12,467.0,1645.0,3.1233735705209655,66.4,37.403660625,0.3043573725712206,738
OVIWC-LP-SS-3-20220329-F,8.78,162.09405044510385,219.0,7.12,65.86257217573221,336.9,3.1233735705209655,66.4,17.36,0.3043555258401782,739
nwisca.01.02203943,7.9,772.0,427.25666666666666,7.12,367.0,2020.0,3.1233735705209655,66.4,37.403660625,0.3043534396562259,740
nwisca.01.02103894,8.2,293.0,452.65000000000003,7.12,112.0,1130.0,4.31,66.4,36.0,0.30435115296706866,741
OVIWC-LP-SS-3-20230829-F,7.63,162.09405044510385,181.0,7.12,65.86257217573221,278.6,3.1233735705209655,66.4,48.9,0.30433100163539106,742
nwisca.01.02003921,7.550000000000001,42.1,26.535,7.12,1.75,90.0,3.1233735705209655,66.4,37.403660625,0.30420520373923726,743
HPUL1EPA_WQX-RS-01:20230208:1615:FM:PS:,8.02,162.09405044510385,131.0,7.12,65.86257217573221,201.7,3.1233735705209655,66.4,29.7,0.3041866784671852,744
nwisca.01.02101942,7.5,162.09405044510385,246.45972997594052,7.12,7.99,130.5,3.1233735705209655,66.4,58.0,0.3041041523629652,745
nwisaz.01.02200126,7.85,368.0,461.215,7.12,332.0,1380.0,3.1233735705209655,66.4,37.403660625,0.30408501136960475,746
OVIWC-LP-SS-5-20230829-F,7.9,162.09405044510385,197.0,7.12,65.86257217573221,303.2,3.1233735705209655,66.4,32.84,0.30397639986894404,747
MORONGO1_WQX-LMO042122,8.32,162.09405044510385,236.48,7.12,65.86257217573221,363.8,3.1233735705209655,66.4,22.7,0.30397175128784865,748
nwisca.01.02203160,7.8,207.0,212.265,7.12,35.0,699.5,3.1233735705209655,66.4,37.403660625,0.3039119915607068,749
nwisca.01.02203954,7.85,796.0,393.89000000000004,7.12,336.0,1980.0,3.1233735705209655,66.4,37.403660625,0.3038940027577047,750
nwisca.01.02302853,7.449999999999999,39.7,42.696666666666665,7.12,3.46,81.5,2.06,66.4,23.0,0.3038904978280176,751
nwisca.01.02203956,7.85,840.0,514.0433333333334,7.12,500.0,2335.0,3.1233735705209655,66.4,37.403660625,0.3038844972594527,752
nwisca.01.02203950,7.85,854.0,507.4066666666667,7.12,475.0,2440.0,3.1233735705209655,66.4,37.403660625,0.303881736807442,753
HPUL1EPA_WQX-SC-01:20230322:1320:FM:PS:,7.84,162.09405044510385,121.0,7.12,65.86257217573221,185.7,3.1233735705209655,66.4,34.5,0.30387009002521054,754
nwisca.01.02100870,7.8,231.0,341.13,7.12,50.9,744.0,3.1233735705209655,66.4,37.403660625,0.30384624120558223,755
nwisca.01.02301066,7.5,75.6,108.74000000000001,7.12,27.7,268.5,5.54,66.4,170.0,0.30384403407762733,756
nwisca.01.02101384,7.85,154.0,219.48333333333335,7.12,54.3,565.5,6.26,66.4,85.0,0.3038433458188831,757
nwisca.01.02203355,7.775573846153846,201.0,246.45972997594052,7.12,35.9,396.0,3.09,66.4,37.403660625,0.3038297883569942,758
HPUL1EPA_WQX-RS-01:20230719:1055:FM:PS:,7.23,162.09405044510385,209.0,7.12,65.86257217573221,321.1,3.1233735705209655,66.4,108.0,0.30382719992977475,759
HPUL1EPA_WQX-SC-01:20230329:1340:FM:PS:,7.96,162.09405044510385,135.0,7.12,65.86257217573221,207.3,3.1233735705209655,66.4,30.3,0.3038264349497547,760
SYCEO_WQX-ZDC-5:20230105:0000:SR:,7.77,162.09405044510385,452.0,7.12,63.3,593.0,3.1233735705209655,66.4,37.403660625,0.3038149739770452,761
SYCEO_WQX-ZDC-5:202301050927:SR,7.77,162.09405044510385,452.0,7.12,63.3,593.0,3.1233735705209655,66.4,37.403660625,0.3038149739770452,761
nwisca.01.02103255,8.15,301.0,450.30333333333334,7.12,117.0,1120.0,4.23,66.4,35.0,0.3037975728973797,763
HPUL1EPA_WQX-RS-01:20231115:1200:FM:PS:,7.59,162.09405044510385,236.0,7.12,65.86257217573221,362.9,3.1233735705209655,66.4,47.3,0.3037620752961323,764
OVIWC-LP-SS-4-20230829-F,7.96,162.09405044510385,185.0,7.12,65.86257217573221,284.3,3.1233735705209655,66.4,30.07,0.3037379925323619,765
nwisca.01.02301332,7.2,162.09405044510385,246.45972997594052,7.12,1.89,80.0,3.1233735705209655,66.4,110.0,0.3037283737448878,766
nwisca.01.02400302,7.75,145.0,223.82000000000002,7.12,64.6,587.0,3.1233735705209655,66.4,37.403660625,0.30372699115744817,767
nwisca.01.02301067,7.5,43.1,52.03666666666667,7.12,5.29,108.5,6.59,66.4,120.0,0.30362854148467977,768
nwisca.01.02205330,7.75,199.0,223.7825,7.12,17.9,763.5,3.1233735705209655,66.4,37.403660625,0.3034808232328104,769
nwisca.01.02103049,7.8,665.0,766.0875,7.12,560.0,1850.0,3.1233735705209655,66.4,37.403660625,0.3034717867296693,770
nwisca.01.02204291,7.75,205.0,298.53333333333336,7.12,21.2,757.0,3.1233735705209655,66.4,37.403660625,0.3034620462333992,771
nwisca.01.02201198,7.775573846153846,89.8,61.085,7.12,12.2,192.0,8.55,66.4,120.0,0.30345535587655537,772
nwisca.01.02203949,7.800000000000001,758.0,367.18666666666667,7.12,296.0,1940.0,3.1233735705209655,66.4,37.403660625,0.3034477033541078,773
nwisca.01.02301327,8.0,162.09405044510385,246.45972997594052,7.12,7.61,193.5,3.1233735705209655,66.4,28.0,0.3034342833127424,774
21NEV1_WQX-7200885-L-0.000,7.775573846153846,162.09405044510385,150.0,7.12,8.1,130.0,3.1233735705209655,66.4,35.0,0.30343168811801474,775
nwisca.01.02001803,8.05,310.0,457.31,7.12,114.0,1110.0,3.26,66.4,29.0,0.30338457789923295,776
nwisca.01.02200944,7.3,162.09405044510385,246.45972997594052,7.12,11.5,173.5,3.1233735705209655,66.4,75.0,0.3033565446611833,777
OVIWC-LP-SS-2-20230413-F,8.66,162.09405044510385,367.0,7.12,65.86257217573221,565.0,3.1233735705209655,66.4,17.4,0.30328558735801786,778
nwisca.01.02201199,7.775573846153846,96.9,63.085,7.12,15.6,205.0,12.3,66.4,200.0,0.30318261240468863,779
SYCEO_WQX-ZDC-7:202307241040:SR,7.7,162.09405044510385,1060.0,7.12,346.0,1510.0,3.1233735705209655,66.4,37.403660625,0.30316478821164855,780
nwisaz.01.02300069,7.75,381.0,620.4266666666666,7.12,337.0,1420.0,3.1233735705209655,66.4,37.403660625,0.30316371197002967,781
HPUL1EPA_WQX-SC-01:20231220:0821:FM:PS:,7.67,162.09405044510385,218.0,7.12,65.86257217573221,335.6,3.1233735705209655,66.4,38.55,0.30314634144703356,782
nwisca.01.02103153,7.75,486.0,358.3375,7.12,263.0,1006.0,3.1233735705209655,66.4,37.403660625,0.3030946430806705,783
HPUL1EPA_WQX-MC-02:20230322:1120:FM:PS:,7.78,162.09405044510385,84.0,7.12,65.86257217573221,128.6,3.1233735705209655,66.4,33.3,0.30306391843789304,784
nwisca.01.02102980,7.75,595.0,599.0833333333334,7.12,392.0,1230.0,3.1233735705209655,66.4,37.403660625,0.30304368745660176,785
nwisca.01.02202883,7.949999999999999,167.0,455.39,7.12,80.6,730.5,4.12,66.4,37.403660625,0.303038324507449,786
nwisca.01.02203944,7.75,678.0,474.6933333333333,7.12,548.0,2115.0,3.1233735705209655,66.4,37.403660625,0.30301261633399484,787
nwisca.01.02104381,7.7,209.0,223.185,7.12,25.4,722.0,3.1233735705209655,66.4,37.403660625,0.3029963496898176,788
HPUL1EPA_WQX-MC-04:20230322:1336:FM:PS:,7.81,162.09405044510385,85.0,7.12,65.86257217573221,131.1,3.1233735705209655,66.4,31.8,0.30293731301844135,789
nwisca.01.02201579,8.05,339.0,494.33666666666664,7.12,129.0,1215.0,4.87,66.4,40.0,0.30288450815976775,790
HPUL1EPA_WQX-MC-03:20230322:1140:FM:PS:,7.77,162.09405044510385,84.0,7.12,65.86257217573221,129.4,3.1233735705209655,66.4,32.8,0.30284395464063896,791
nwisaz.01.02200567,7.7,279.0,1059.6000000000001,7.12,216.0,986.0,3.1233735705209655,66.4,37.403660625,0.30283684527387045,792
nwisca.01.02301302,7.6,58.9,41.555,7.12,8.33,133.0,10.4,66.4,185.0,0.30282277196198926,793
CA_BVR-AC2:20220223:1054:FM:PS:0.182:Hydro,7.7,162.09405044510385,0.2046,7.12,65.86257217573221,0.3196,3.1233735705209655,66.4,5.6,0.3027967437181092,794
nwisca.01.02201193,7.775573846153846,108.0,69.095,7.12,17.5,223.0,11.8,66.4,160.0,0.30279627078690413,795
HPUL1EPA_WQX-SC-01:20231018:1028:FM:PS:,7.39,162.09405044510385,311.0,7.12,65.86257217573221,478.7,3.1233735705209655,66.4,55.2,0.30278360734479115,796
HPUL1EPA_WQX-RS-01:20230322:0955:FM:PS:,7.6,162.09405044510385,97.0,7.12,65.86257217573221,149.1,3.1233735705209655,66.4,39.6,0.30275321468675115,797
OVIWC-LP-SS-4-20230413-F,8.58,162.09405044510385,367.0,7.12,65.86257217573221,565.2,3.1233735705209655,66.4,17.58,0.30272336443348785,798
HPUL1EPA_WQX-MC-03:20220105:1710:FM:PS:,8.48,162.09405044510385,84.0,7.12,65.86257217573221,128.8,3.1233735705209655,66.4,18.5,0.30268865309176013,799
nwisaz.01.02200125,7.699999999999999,562.0,549.1925,7.12,256.0,1805.0,3.1233735705209655,66.4,37.403660625,0.3025983474313619,800
nwisca.01.02105188,7.65,199.0,225.2275,7.12,28.1,733.5,3.1233735705209655,66.4,37.403660625,0.30257245534210836,801
nwisca.01.02203945,7.7,715.0,497.99,7.12,579.0,2195.0,3.1233735705209655,66.4,37.403660625,0.30254801528525926,802
nwisca.01.02203345,7.5,162.09405044510385,246.45972997594052,7.12,7.16,186.5,3.1233735705209655,66.4,44.0,0.30253430394535086,803
nwisca.01.02301299,7.5,58.6,40.055,7.12,8.66,130.0,13.4,66.4,1060.0,0.30251577181370676,804
CA_BVR-FC2:20220602:1046:FM:PS:0.278:Hydro,7.29,162.09405044510385,0.3278,7.12,65.86257217573221,0.5122,3.1233735705209655,66.4,9.1,0.30245470199094376,805
nwisca.01.02300305,7.775573846153846,245.0,157.715,7.12,55.5,338.4017245542537,3.57,66.4,37.403660625,0.3023804106270997,806
MORONGO1_WQX-HE1071322,8.1,162.09405044510385,177.41,7.12,65.86257217573221,272.9,3.1233735705209655,66.4,23.3,0.30230231049406864,807
SYCEO_WQX-ZDC-7:20201202:0000:SR:,7.6,162.09405044510385,750.0,7.12,184.0,1220.0,3.1233735705209655,66.4,37.403660625,0.30225782200671575,808
HPUL1EPA_WQX-LC-01:20231220:0810:FM:PS:,7.7,162.09405044510385,77.0,7.12,65.86257217573221,118.4,3.1233735705209655,66.4,32.94,0.30225362802696426,809
nwisca.01.02203344,7.7,162.09405044510385,246.45972997594052,7.12,8.19,201.0,3.1233735705209655,66.4,33.0,0.3022222650440737,810
nwisca.01.02301373,7.775573846153846,171.0,103.64,7.12,27.0,338.4017245542537,4.45,66.4,45.0,0.30216756607376916,811
nwisca.01.02303829,8.3,162.09405044510385,246.45972997594052,7.12,57.0,665.5,3.1233735705209655,66.4,20.0,0.3021049422366234,812
HPUL1EPA_WQX-CD-01:20230322:1211:FM:PS:,7.83,162.09405044510385,82.0,7.12,65.86257217573221,126.3,3.1233735705209655,66.4,28.5,0.3021016933170787,813
CA_BVR-MC2:20210421:0856:FM:PS:0.15:Hanna,6.74,162.09405044510385,130.0,7.12,65.86257217573221,258.0,3.1233735705209655,66.4,0.0,0.301980157016558,814
nwisca.01.02001796,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,141.0,3.7,66.4,51.0,0.3018958494011342,815
nwisca.01.02003009,8.2,162.09405044510385,246.45972997594052,7.12,7.84,289.0,3.1233735705209655,66.4,21.0,0.3018901299007994,816
nwisca.01.02200558,7.6,162.09405044510385,246.45972997594052,7.12,11.9,125.5,11.0,66.4,280.0,0.30179065268409283,817
OVIWC-LP-SS-1-20230727-F,8.13,162.09405044510385,21.0,7.12,65.86257217573221,31.9,3.1233735705209655,66.4,21.19,0.3017499340268975,818
OVIWC-LP-SS-5-20230413-F,8.67,162.09405044510385,366.0,7.12,65.86257217573221,563.7,3.1233735705209655,66.4,15.78,0.30172157579629905,819
HPUL1EPA_WQX-AC-01:20230322:1157:FM:PS:,7.96,162.09405044510385,89.0,7.12,65.86257217573221,137.5,3.1233735705209655,66.4,24.6,0.3017144731295885,820
OVIWC-LP-SS-3-20221012-F,8.31,162.09405044510385,226.0,7.12,65.86257217573221,348.4,3.1233735705209655,66.4,19.28,0.3016905551031507,821
CA_BVR-FC2:20200302:0905:FM:PS:0.017:Hydro,7.41,162.09405044510385,0.247,7.12,65.86257217573221,0.3867,3.1233735705209655,66.4,6.8,0.30167177775522,822
nwisca.01.02003719,7.55,204.0,213.3425,7.12,33.9,683.5,3.1233735705209655,66.4,37.403660625,0.30164885919062323,823
nwisca.01.02301304,7.7,68.0,48.065,7.12,10.8,159.0,9.44,66.4,78.0,0.30164409186952923,824
nwisca.01.02001797,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,142.0,3.5,66.4,45.0,0.3016375176349959,825
nwisca.01.02203951,7.6,822.0,490.69,7.12,450.0,2350.0,3.1233735705209655,66.4,37.403660625,0.3016150881485463,826
nwisca.01.02001793,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,131.0,3.4,66.4,43.0,0.301614399922364,827
OVIWC-LP-SS-2-20230829-F,7.45,162.09405044510385,183.0,7.12,65.86257217573221,282.1,3.1233735705209655,66.4,40.91,0.30157371895384216,828
nwisca.01.02301325,7.0,162.09405044510385,246.45972997594052,7.12,2.03,69.5,3.1233735705209655,66.4,95.0,0.30153304928660757,829
SYCEO_WQX-ZDC-7:20220105:0000:SR:,7.51,162.09405044510385,920.0,7.12,281.0,1430.0,3.1233735705209655,66.4,37.403660625,0.3014380155353183,830
nwisca.01.02200867,7.9,101.0,70.595,7.12,13.5,208.0,7.85,66.4,49.5,0.30141422887931557,831
nwisca.01.02200553,7.7,162.09405044510385,246.45972997594052,7.12,6.94,130.0,3.1233735705209655,66.4,30.0,0.30140893886726544,832
OVIWC-LP-SS-4-20230925-F,8.0,162.09405044510385,195.0,7.12,65.86257217573221,299.7,3.1233735705209655,66.4,23.27,0.301373276582302,833
SYCEO_WQX-ZDC-3:20200316:0000:SR:,7.5,162.09405044510385,238.0,7.12,36.1,380.0,3.1233735705209655,66.4,37.403660625,0.30137318640392335,834
nwisca.01.02001794,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,131.0,3.5,66.4,43.0,0.30135557639295224,835
SYCEO_WQX-ZDC-7:20200722:0000:SR:,7.5,162.09405044510385,770.0,7.12,179.0,1240.0,3.1233735705209655,66.4,37.403660625,0.3013485526602901,836
SYCEO_WQX-ZDC-7:20211026:0000:SR:,7.5,162.09405044510385,840.0,7.12,210.0,1260.0,3.1233735705209655,66.4,37.403660625,0.3013483798876327,837
SYCEO_WQX-ZDC-7:20200122:0000:SR:,7.5,162.09405044510385,870.0,7.12,246.0,1320.0,3.1233735705209655,66.4,37.403660625,0.30134789298287074,838
nwisca.01.02001795,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,135.0,3.6,66.4,44.0,0.3012563350058879,839
nwisca.01.02200561,6.8,162.09405044510385,246.45972997594052,7.12,6.4,95.0,3.1233735705209655,66.4,200.0,0.3012128712927347,840
nwisca.01.02200551,7.8,85.4,64.085,7.12,21.2,194.0,9.28,66.4,61.0,0.3012062936966671,841
SYCEO_WQX-ZDC-7:202301051132:SR,7.47,162.09405044510385,824.0,7.12,219.0,1000.0,3.1233735705209655,66.4,37.403660625,0.3010784377101435,842
SYCEO_WQX-ZDC-7:20230105:0000:SR:,7.47,162.09405044510385,824.0,7.12,219.0,1000.0,3.1233735705209655,66.4,37.403660625,0.3010784377101435,842
SYCEO_WQX-ZDC-7:20220328:0000:SR:,7.46,162.09405044510385,880.0,7.12,239.0,1340.0,3.1233735705209655,66.4,37.403660625,0.3009841040072941,844
nwisca.01.02301374,7.775573846153846,159.0,95.63,7.12,22.7,338.4017245542537,3.01,66.4,26.0,0.30098045007688584,845
MORONGO1_WQX-LMO071322,8.18,162.09405044510385,251.55,7.12,65.86257217573221,387.0,3.1233735705209655,66.4,19.9,0.3009581507360363,846
MORONGO1_WQX-HE1071321,7.89,162.09405044510385,161.17,7.12,65.86257217573221,247.9,3.1233735705209655,66.4,24.3,0.3008936239819351,847
OVIWC-LP-SS-3-20220228-F,8.99,162.09405044510385,235.0,7.12,65.86257217573221,361.0,3.1233735705209655,66.4,12.97,0.3007929451804445,848
OVIWC-LP-SS-3-20220714-F,8.53,162.09405044510385,240.0,7.12,65.86257217573221,369.2,3.1233735705209655,66.4,16.02,0.3007277644613685,849
nwisca.01.02001798,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,142.0,3.7,66.4,37.0,0.30072318512066337,850
CA_BVR-AC4:20210302:1053:FM:PS:0.044:Hydro,7.87,162.09405044510385,0.229,7.12,65.86257217573221,0.3577,3.1233735705209655,66.4,5.7,0.300722780950396,851
HPUL1EPA_WQX-LC-01:20230712:0847:FM:PS:,8.04,162.09405044510385,596.0,7.12,65.86257217573221,917.0,3.1233735705209655,66.4,21.5,0.3007142319011089,852
nwisca.01.02200543,7.9,93.0,67.59,7.12,17.6,198.5,6.4,66.4,38.0,0.30070096880077196,853
HPUL1EPA_WQX-RS-01:20230215:1702:FM:PS:,8.03,162.09405044510385,145.0,7.12,65.86257217573221,223.7,3.1233735705209655,66.4,21.5,0.30066893943288686,854
CA_BVR-CC2:20220421:1215:FM:PS:0.245:Hydro,7.62,162.09405044510385,0.3298,7.12,65.86257217573221,0.5153,3.1233735705209655,66.4,7.9,0.3006140231670769,855
nwisca.01.02002490,8.3,162.09405044510385,246.45972997594052,7.12,8.55,295.0,3.1233735705209655,66.4,18.0,0.30057208045392736,856
nwisca.01.02302855,7.9,173.0,229.15666666666667,7.12,61.7,571.5,4.44,66.4,31.0,0.30047427909208296,857
HPUL1EPA_WQX-RS-01:20231220:0800:FM:PS:,7.4,162.09405044510385,120.0,7.12,65.86257217573221,18.39,3.1233735705209655,66.4,34.17,0.3004528193236915,858
SYCEO_WQX-ZDC-7:20221101:0000:SR:,7.4,162.09405044510385,790.0,7.12,187.0,1180.0,3.1233735705209655,66.4,37.403660625,0.3004400152093731,859
SYCEO_WQX-ZDC-7:20220627:0000:SR:,7.4,162.09405044510385,770.0,7.12,185.0,1200.0,3.1233735705209655,66.4,37.403660625,0.3004398245737799,860
SYCEO_WQX-ZDC-7:20200625:0000:SR:,7.4,162.09405044510385,780.0,7.12,179.0,1250.0,3.1233735705209655,66.4,37.403660625,0.30043937467377985,861
SYCEO_WQX-ZDC-7:20210428:0000:SR:,7.4,162.09405044510385,840.0,7.12,226.0,1260.0,3.1233735705209655,66.4,37.403660625,0.3004392889785417,862
nwisca.01.02301382,7.85,145.0,192.46666666666667,7.12,46.4,491.0,4.18,66.4,30.0,0.30029713242153516,863
nwisca.01.02203346,7.3,162.09405044510385,246.45972997594052,7.12,7.84,147.0,3.1233735705209655,66.4,41.0,0.3002691050658752,864
nwisca.01.02305571,7.550000000000001,40.4,56.03666666666667,7.12,12.2,145.0,2.68,66.4,21.0,0.30005048441563076,865
